"","Source","Target","Type","weight","book"
"6022","Boros-Blount","Cersei-Lannister","Undirected",23,"all"
"6042","Boros-Blount","Jaime-Lannister","Undirected",9,"all"
"6052","Boros-Blount","Joffrey-Baratheon","Undirected",14,"all"
"6063","Boros-Blount","Loras-Tyrell","Undirected",5,"all"
"6072","Boros-Blount","Meryn-Trant","Undirected",31,"all"
"6102","Boros-Blount","Sansa-Stark","Undirected",14,"all"
"6131","Boros-Blount","Tyrion-Lannister","Undirected",14,"all"
"6173","Bowen-Marsh","Donal-Noye","Undirected",4,"all"
"6181","Bowen-Marsh","Eddison-Tollett","Undirected",12,"all"
"6202","Bowen-Marsh","Janos-Slynt","Undirected",10,"all"
"6212","Bowen-Marsh","Jeor-Mormont","Undirected",16,"all"
"6222","Bowen-Marsh","Jon-Snow","Undirected",60,"all"
"6232","Bowen-Marsh","Mance-Rayder","Undirected",5,"all"
"6251","Bowen-Marsh","Samwell-Tarly","Undirected",10,"all"
"6271","Bowen-Marsh","Stannis-Baratheon","Undirected",3,"all"
"6312","Bran-Stark","Catelyn-Stark","Undirected",24,"all"
"6323","Bran-Stark","Cersei-Lannister","Undirected",6,"all"
"637","Bran-Stark","Eddard-Stark","Undirected",34,"all"
"6414","Bran-Stark","Hodor","Undirected",209,"all"
"6442","Bran-Stark","Jeor-Mormont","Undirected",4,"all"
"6454","Bran-Stark","Joffrey-Baratheon","Undirected",6,"all"
"6461","Bran-Stark","Jojen-Reed","Undirected",112,"all"
"6471","Bran-Stark","Jon-Arryn","Undirected",7,"all"
"6482","Bran-Stark","Jon-Snow","Undirected",90,"all"
"6491","Bran-Stark","Jon-Umber-(Greatjon)","Undirected",3,"all"
"6531","Bran-Stark","Luwin","Undirected",116,"all"
"6581","Bran-Stark","Petyr-Baelish","Undirected",3,"all"
"6603","Bran-Stark","Ramsay-Snow","Undirected",7,"all"
"6621","Bran-Stark","Renly-Baratheon","Undirected",3,"all"
"6652","Bran-Stark","Rickon-Stark","Undirected",129,"all"
"6662","Bran-Stark","Robb-Stark","Undirected",169,"all"
"6672","Bran-Stark","Robert-Baratheon","Undirected",11,"all"
"6691","Bran-Stark","Samwell-Tarly","Undirected",11,"all"
"6701","Bran-Stark","Sansa-Stark","Undirected",25,"all"
"6751","Bran-Stark","Tyrion-Lannister","Undirected",31,"all"
"694","Brienne-of-Tarth","Catelyn-Stark","Undirected",53,"all"
"6951","Brienne-of-Tarth","Cersei-Lannister","Undirected",8,"all"
"7001","Brienne-of-Tarth","Dontos-Hollard","Undirected",7,"all"
"7012","Brienne-of-Tarth","Edmure-Tully","Undirected",3,"all"
"7052","Brienne-of-Tarth","Gendry","Undirected",6,"all"
"7081","Brienne-of-Tarth","Jaime-Lannister","Undirected",111,"all"
"7102","Brienne-of-Tarth","Joffrey-Baratheon","Undirected",4,"all"
"711","Brienne-of-Tarth","Loras-Tyrell","Undirected",6,"all"
"7121","Brienne-of-Tarth","Lysa-Arryn","Undirected",3,"all"
"719","Brienne-of-Tarth","Renly-Baratheon","Undirected",37,"all"
"721","Brienne-of-Tarth","Robb-Stark","Undirected",5,"all"
"7221","Brienne-of-Tarth","Robert-Baratheon","Undirected",3,"all"
"7232","Brienne-of-Tarth","Roose-Bolton","Undirected",11,"all"
"724","Brienne-of-Tarth","Sandor-Clegane","Undirected",12,"all"
"725","Brienne-of-Tarth","Sansa-Stark","Undirected",24,"all"
"728","Brienne-of-Tarth","Stannis-Baratheon","Undirected",5,"all"
"731","Brienne-of-Tarth","Tyrion-Lannister","Undirected",7,"all"
"7371","Bronn","Catelyn-Stark","Undirected",6,"all"
"7382","Bronn","Cersei-Lannister","Undirected",23,"all"
"7411","Bronn","Gregor-Clegane","Undirected",4,"all"
"7432","Bronn","Joffrey-Baratheon","Undirected",12,"all"
"7502","Bronn","Shae","Undirected",3,"all"
"752","Bronn","Stannis-Baratheon","Undirected",3,"all"
"755","Bronn","Tyrion-Lannister","Undirected",137,"all"
"769","Brynden-Tully","Catelyn-Stark","Undirected",29,"all"
"7711","Brynden-Tully","Edmure-Tully","Undirected",24,"all"
"775","Brynden-Tully","Jaime-Lannister","Undirected",29,"all"
"777","Brynden-Tully","Lysa-Arryn","Undirected",10,"all"
"7801","Brynden-Tully","Robb-Stark","Undirected",27,"all"
"7831","Brynden-Tully","Tyrion-Lannister","Undirected",4,"all"
"8012","Catelyn-Stark","Cersei-Lannister","Undirected",30,"all"
"808","Catelyn-Stark","Eddard-Stark","Undirected",88,"all"
"809","Catelyn-Stark","Edmure-Tully","Undirected",42,"all"
"8151","Catelyn-Stark","Jaime-Lannister","Undirected",59,"all"
"818","Catelyn-Stark","Joffrey-Baratheon","Undirected",11,"all"
"819","Catelyn-Stark","Jon-Arryn","Undirected",11,"all"
"820","Catelyn-Stark","Jon-Snow","Undirected",14,"all"
"821","Catelyn-Stark","Jon-Umber-(Greatjon)","Undirected",14,"all"
"822","Catelyn-Stark","Loras-Tyrell","Undirected",6,"all"
"8241","Catelyn-Stark","Luwin","Undirected",14,"all"
"825","Catelyn-Stark","Lysa-Arryn","Undirected",55,"all"
"827","Catelyn-Stark","Margaery-Tyrell","Undirected",4,"all"
"8361","Catelyn-Stark","Petyr-Baelish","Undirected",31,"all"
"839","Catelyn-Stark","Renly-Baratheon","Undirected",55,"all"
"841","Catelyn-Stark","Rickon-Stark","Undirected",6,"all"
"843","Catelyn-Stark","Robb-Stark","Undirected",128,"all"
"845","Catelyn-Stark","Robert-Baratheon","Undirected",27,"all"
"8481","Catelyn-Stark","Roose-Bolton","Undirected",10,"all"
"851","Catelyn-Stark","Sansa-Stark","Undirected",32,"all"
"853","Catelyn-Stark","Stannis-Baratheon","Undirected",24,"all"
"857","Catelyn-Stark","Tyrion-Lannister","Undirected",69,"all"
"8771","Cersei-Lannister","Daenerys-Targaryen","Undirected",3,"all"
"8781","Cersei-Lannister","Doran-Martell","Undirected",3,"all"
"880","Cersei-Lannister","Dunsen","Undirected",16,"all"
"881","Cersei-Lannister","Eddard-Stark","Undirected",91,"all"
"8871","Cersei-Lannister","Gregor-Clegane","Undirected",21,"all"
"892","Cersei-Lannister","Ilyn-Payne","Undirected",34,"all"
"894","Cersei-Lannister","Jaime-Lannister","Undirected",130,"all"
"896","Cersei-Lannister","Janos-Slynt","Undirected",13,"all"
"8981","Cersei-Lannister","Joffrey-Baratheon","Undirected",173,"all"
"899","Cersei-Lannister","Jon-Arryn","Undirected",7,"all"
"9001","Cersei-Lannister","Jon-Snow","Undirected",7,"all"
"9021","Cersei-Lannister","Kevan-Lannister","Undirected",24,"all"
"904","Cersei-Lannister","Loras-Tyrell","Undirected",24,"all"
"905","Cersei-Lannister","Lysa-Arryn","Undirected",9,"all"
"906","Cersei-Lannister","Mace-Tyrell","Undirected",26,"all"
"9101","Cersei-Lannister","Margaery-Tyrell","Undirected",79,"all"
"9131","Cersei-Lannister","Meryn-Trant","Undirected",46,"all"
"916","Cersei-Lannister","Mordane","Undirected",3,"all"
"917","Cersei-Lannister","Myrcella-Baratheon","Undirected",19,"all"
"924","Cersei-Lannister","Petyr-Baelish","Undirected",27,"all"
"9271","Cersei-Lannister","Pycelle","Undirected",34,"all"
"9312","Cersei-Lannister","Renly-Baratheon","Undirected",12,"all"
"9321","Cersei-Lannister","Rhaegar-Targaryen","Undirected",8,"all"
"9331","Cersei-Lannister","Robb-Stark","Undirected",15,"all"
"9341","Cersei-Lannister","Robert-Baratheon","Undirected",134,"all"
"9361","Cersei-Lannister","Sandor-Clegane","Undirected",19,"all"
"9371","Cersei-Lannister","Sansa-Stark","Undirected",95,"all"
"940","Cersei-Lannister","Shae","Undirected",9,"all"
"941","Cersei-Lannister","Stannis-Baratheon","Undirected",42,"all"
"9472","Cersei-Lannister","Tyrion-Lannister","Undirected",209,"all"
"1034","Craster","Eddison-Tollett","Undirected",6,"all"
"1035","Craster","Gilly","Undirected",24,"all"
"1036","Craster","Grenn","Undirected",3,"all"
"1037","Craster","Jeor-Mormont","Undirected",30,"all"
"1038","Craster","Jojen-Reed","Undirected",3,"all"
"10391","Craster","Jon-Snow","Undirected",36,"all"
"10401","Craster","Mance-Rayder","Undirected",10,"all"
"10411","Craster","Samwell-Tarly","Undirected",48,"all"
"1046","Cressen","Davos-Seaworth","Undirected",14,"all"
"1047","Cressen","Melisandre","Undirected",7,"all"
"1050","Cressen","Renly-Baratheon","Undirected",4,"all"
"1051","Cressen","Robert-Baratheon","Undirected",4,"all"
"1054","Cressen","Stannis-Baratheon","Undirected",21,"all"
"1060","Daario-Naharis","Daenerys-Targaryen","Undirected",65,"all"
"1061","Daario-Naharis","Drogo","Undirected",3,"all"
"1065","Daario-Naharis","Hizdahr-zo-Loraq","Undirected",14,"all"
"10661","Daario-Naharis","Irri","Undirected",10,"all"
"1069","Daario-Naharis","Jorah-Mormont","Undirected",10,"all"
"10811","Daenerys-Targaryen","Doran-Martell","Undirected",3,"all"
"1083","Daenerys-Targaryen","Drogo","Undirected",123,"all"
"10841","Daenerys-Targaryen","Eddard-Stark","Undirected",5,"all"
"1094","Daenerys-Targaryen","Hizdahr-zo-Loraq","Undirected",96,"all"
"10951","Daenerys-Targaryen","Illyrio-Mopatis","Undirected",36,"all"
"1096","Daenerys-Targaryen","Irri","Undirected",73,"all"
"1099","Daenerys-Targaryen","Jon-Connington","Undirected",6,"all"
"1100","Daenerys-Targaryen","Jorah-Mormont","Undirected",161,"all"
"1104","Daenerys-Targaryen","Mace-Tyrell","Undirected",3,"all"
"1114","Daenerys-Targaryen","Penny","Undirected",4,"all"
"1125","Daenerys-Targaryen","Rhaegar-Targaryen","Undirected",27,"all"
"1127","Daenerys-Targaryen","Robert-Baratheon","Undirected",26,"all"
"1132","Daenerys-Targaryen","Tyrion-Lannister","Undirected",17,"all"
"1167","Davos-Seaworth","Eddard-Stark","Undirected",4,"all"
"1173","Davos-Seaworth","Joffrey-Baratheon","Undirected",10,"all"
"1179","Davos-Seaworth","Melisandre","Undirected",64,"all"
"1183","Davos-Seaworth","Renly-Baratheon","Undirected",6,"all"
"1184","Davos-Seaworth","Robb-Stark","Undirected",3,"all"
"1189","Davos-Seaworth","Stannis-Baratheon","Undirected",131,"all"
"1219","Donal-Noye","Jeor-Mormont","Undirected",4,"all"
"12201","Donal-Noye","Jon-Snow","Undirected",47,"all"
"12221","Donal-Noye","Mance-Rayder","Undirected",3,"all"
"12241","Donal-Noye","Stannis-Baratheon","Undirected",4,"all"
"12301","Dontos-Hollard","Joffrey-Baratheon","Undirected",22,"all"
"1233","Dontos-Hollard","Petyr-Baelish","Undirected",4,"all"
"1234","Dontos-Hollard","Sansa-Stark","Undirected",39,"all"
"1235","Dontos-Hollard","Stannis-Baratheon","Undirected",3,"all"
"1236","Dontos-Hollard","Tyrion-Lannister","Undirected",14,"all"
"1239","Doran-Martell","Gregor-Clegane","Undirected",11,"all"
"1240","Doran-Martell","Myrcella-Baratheon","Undirected",15,"all"
"1245","Doran-Martell","Robert-Baratheon","Undirected",3,"all"
"1247","Doran-Martell","Tyrion-Lannister","Undirected",13,"all"
"1265","Drogo","Illyrio-Mopatis","Undirected",16,"all"
"1266","Drogo","Irri","Undirected",12,"all"
"1270","Drogo","Jorah-Mormont","Undirected",28,"all"
"1278","Drogo","Robert-Baratheon","Undirected",3,"all"
"1281","Dunsen","Gregor-Clegane","Undirected",21,"all"
"1282","Dunsen","Ilyn-Payne","Undirected",16,"all"
"1283","Dunsen","Joffrey-Baratheon","Undirected",9,"all"
"1284","Dunsen","Meryn-Trant","Undirected",16,"all"
"1287","Dunsen","Sandor-Clegane","Undirected",10,"all"
"1300","Eddard-Stark","Edmure-Tully","Undirected",3,"all"
"1302","Eddard-Stark","Gendry","Undirected",3,"all"
"1304","Eddard-Stark","Gregor-Clegane","Undirected",13,"all"
"1308","Eddard-Stark","Ilyn-Payne","Undirected",11,"all"
"1310","Eddard-Stark","Jaime-Lannister","Undirected",33,"all"
"1311","Eddard-Stark","Janos-Slynt","Undirected",11,"all"
"1312","Eddard-Stark","Joffrey-Baratheon","Undirected",41,"all"
"1313","Eddard-Stark","Jon-Arryn","Undirected",51,"all"
"1314","Eddard-Stark","Jon-Snow","Undirected",65,"all"
"1317","Eddard-Stark","Loras-Tyrell","Undirected",12,"all"
"1318","Eddard-Stark","Luwin","Undirected",19,"all"
"1320","Eddard-Stark","Lysa-Arryn","Undirected",12,"all"
"1323","Eddard-Stark","Mordane","Undirected",11,"all"
"1325","Eddard-Stark","Petyr-Baelish","Undirected",85,"all"
"1327","Eddard-Stark","Pycelle","Undirected",36,"all"
"1328","Eddard-Stark","Ramsay-Snow","Undirected",4,"all"
"1330","Eddard-Stark","Renly-Baratheon","Undirected",38,"all"
"1331","Eddard-Stark","Rhaegar-Targaryen","Undirected",10,"all"
"1333","Eddard-Stark","Rickon-Stark","Undirected",15,"all"
"1334","Eddard-Stark","Robb-Stark","Undirected",46,"all"
"1335","Eddard-Stark","Robert-Baratheon","Undirected",334,"all"
"1337","Eddard-Stark","Roose-Bolton","Undirected",5,"all"
"1338","Eddard-Stark","Sandor-Clegane","Undirected",14,"all"
"1339","Eddard-Stark","Sansa-Stark","Undirected",43,"all"
"1340","Eddard-Stark","Stannis-Baratheon","Undirected",32,"all"
"1348","Eddard-Stark","Tyrion-Lannister","Undirected",40,"all"
"1358","Eddison-Tollett","Gilly","Undirected",3,"all"
"1359","Eddison-Tollett","Grenn","Undirected",13,"all"
"1361","Eddison-Tollett","Janos-Slynt","Undirected",4,"all"
"1362","Eddison-Tollett","Jeor-Mormont","Undirected",9,"all"
"1363","Eddison-Tollett","Jon-Snow","Undirected",41,"all"
"1367","Eddison-Tollett","Samwell-Tarly","Undirected",19,"all"
"1374","Edmure-Tully","Ilyn-Payne","Undirected",4,"all"
"1375","Edmure-Tully","Jaime-Lannister","Undirected",35,"all"
"1378","Edmure-Tully","Lysa-Arryn","Undirected",5,"all"
"1380","Edmure-Tully","Petyr-Baelish","Undirected",4,"all"
"1381","Edmure-Tully","Robb-Stark","Undirected",51,"all"
"1495","Gendry","Robert-Baratheon","Undirected",3,"all"
"1496","Gendry","Sandor-Clegane","Undirected",5,"all"
"1516","Gilly","Jojen-Reed","Undirected",3,"all"
"1517","Gilly","Jon-Snow","Undirected",33,"all"
"1519","Gilly","Mance-Rayder","Undirected",9,"all"
"1521","Gilly","Melisandre","Undirected",7,"all"
"1522","Gilly","Samwell-Tarly","Undirected",84,"all"
"1545","Gregor-Clegane","Ilyn-Payne","Undirected",17,"all"
"1546","Gregor-Clegane","Jaime-Lannister","Undirected",15,"all"
"1547","Gregor-Clegane","Joffrey-Baratheon","Undirected",12,"all"
"1548","Gregor-Clegane","Loras-Tyrell","Undirected",10,"all"
"1550","Gregor-Clegane","Meryn-Trant","Undirected",16,"all"
"1552","Gregor-Clegane","Petyr-Baelish","Undirected",3,"all"
"1554","Gregor-Clegane","Pycelle","Undirected",6,"all"
"1557","Gregor-Clegane","Robb-Stark","Undirected",4,"all"
"1558","Gregor-Clegane","Robert-Baratheon","Undirected",4,"all"
"1559","Gregor-Clegane","Sandor-Clegane","Undirected",31,"all"
"1560","Gregor-Clegane","Sansa-Stark","Undirected",5,"all"
"1562","Gregor-Clegane","Tyrion-Lannister","Undirected",30,"all"
"1566","Grenn","Jeor-Mormont","Undirected",13,"all"
"1567","Grenn","Jon-Snow","Undirected",64,"all"
"1571","Grenn","Samwell-Tarly","Undirected",57,"all"
"1626","Haldon","Illyrio-Mopatis","Undirected",3,"all"
"1627","Haldon","Jon-Connington","Undirected",13,"all"
"1632","Haldon","Tyrion-Lannister","Undirected",54,"all"
"1693","Hizdahr-zo-Loraq","Irri","Undirected",3,"all"
"1712","Hodor","Jojen-Reed","Undirected",38,"all"
"1713","Hodor","Luwin","Undirected",27,"all"
"1717","Hodor","Rickon-Stark","Undirected",11,"all"
"1718","Hodor","Robb-Stark","Undirected",5,"all"
"1765","Illyrio-Mopatis","Irri","Undirected",3,"all"
"1766","Illyrio-Mopatis","Jon-Connington","Undirected",6,"all"
"1767","Illyrio-Mopatis","Jorah-Mormont","Undirected",7,"all"
"1768","Illyrio-Mopatis","Robert-Baratheon","Undirected",6,"all"
"1770","Illyrio-Mopatis","Tyrion-Lannister","Undirected",30,"all"
"1772","Ilyn-Payne","Jaime-Lannister","Undirected",30,"all"
"1773","Ilyn-Payne","Jeyne-Poole","Undirected",3,"all"
"1774","Ilyn-Payne","Joffrey-Baratheon","Undirected",26,"all"
"1775","Ilyn-Payne","Loras-Tyrell","Undirected",3,"all"
"1777","Ilyn-Payne","Meryn-Trant","Undirected",22,"all"
"1780","Ilyn-Payne","Robert-Baratheon","Undirected",4,"all"
"1781","Ilyn-Payne","Sandor-Clegane","Undirected",13,"all"
"1782","Ilyn-Payne","Sansa-Stark","Undirected",18,"all"
"1784","Ilyn-Payne","Tyrion-Lannister","Undirected",6,"all"
"1788","Irri","Jorah-Mormont","Undirected",7,"all"
"1804","Jaime-Lannister","Joffrey-Baratheon","Undirected",45,"all"
"1805","Jaime-Lannister","Jon-Arryn","Undirected",5,"all"
"1806","Jaime-Lannister","Jon-Snow","Undirected",3,"all"
"1812","Jaime-Lannister","Kevan-Lannister","Undirected",13,"all"
"1816","Jaime-Lannister","Loras-Tyrell","Undirected",37,"all"
"1818","Jaime-Lannister","Lysa-Arryn","Undirected",9,"all"
"1819","Jaime-Lannister","Mace-Tyrell","Undirected",5,"all"
"1821","Jaime-Lannister","Margaery-Tyrell","Undirected",10,"all"
"1824","Jaime-Lannister","Meryn-Trant","Undirected",9,"all"
"1828","Jaime-Lannister","Petyr-Baelish","Undirected",11,"all"
"1830","Jaime-Lannister","Pycelle","Undirected",10,"all"
"1833","Jaime-Lannister","Renly-Baratheon","Undirected",28,"all"
"1835","Jaime-Lannister","Rhaegar-Targaryen","Undirected",7,"all"
"1837","Jaime-Lannister","Robb-Stark","Undirected",41,"all"
"1838","Jaime-Lannister","Robert-Baratheon","Undirected",69,"all"
"1842","Jaime-Lannister","Roose-Bolton","Undirected",17,"all"
"1845","Jaime-Lannister","Sandor-Clegane","Undirected",21,"all"
"1846","Jaime-Lannister","Sansa-Stark","Undirected",23,"all"
"1851","Jaime-Lannister","Stannis-Baratheon","Undirected",12,"all"
"1857","Jaime-Lannister","Tyrion-Lannister","Undirected",113,"all"
"1872","Janos-Slynt","Joffrey-Baratheon","Undirected",14,"all"
"1873","Janos-Slynt","Jon-Snow","Undirected",26,"all"
"1874","Janos-Slynt","Mance-Rayder","Undirected",6,"all"
"1876","Janos-Slynt","Petyr-Baelish","Undirected",8,"all"
"1877","Janos-Slynt","Pycelle","Undirected",3,"all"
"1878","Janos-Slynt","Robert-Baratheon","Undirected",4,"all"
"1879","Janos-Slynt","Samwell-Tarly","Undirected",7,"all"
"1880","Janos-Slynt","Sansa-Stark","Undirected",3,"all"
"1881","Janos-Slynt","Stannis-Baratheon","Undirected",4,"all"
"1882","Janos-Slynt","Tyrion-Lannister","Undirected",31,"all"
"1902","Jeor-Mormont","Jon-Snow","Undirected",174,"all"
"1903","Jeor-Mormont","Jorah-Mormont","Undirected",3,"all"
"1905","Jeor-Mormont","Mance-Rayder","Undirected",4,"all"
"1909","Jeor-Mormont","Robert-Baratheon","Undirected",4,"all"
"1910","Jeor-Mormont","Samwell-Tarly","Undirected",51,"all"
"1913","Jeor-Mormont","Tyrion-Lannister","Undirected",27,"all"
"1916","Jeyne-Poole","Loras-Tyrell","Undirected",4,"all"
"1917","Jeyne-Poole","Mordane","Undirected",7,"all"
"1918","Jeyne-Poole","Ramsay-Snow","Undirected",12,"all"
"1919","Jeyne-Poole","Robert-Baratheon","Undirected",3,"all"
"1920","Jeyne-Poole","Roose-Bolton","Undirected",3,"all"
"1922","Jeyne-Poole","Sansa-Stark","Undirected",27,"all"
"1939","Joffrey-Baratheon","Jon-Snow","Undirected",14,"all"
"1940","Joffrey-Baratheon","Kevan-Lannister","Undirected",11,"all"
"1942","Joffrey-Baratheon","Loras-Tyrell","Undirected",18,"all"
"1943","Joffrey-Baratheon","Mace-Tyrell","Undirected",17,"all"
"1944","Joffrey-Baratheon","Mance-Rayder","Undirected",5,"all"
"1946","Joffrey-Baratheon","Margaery-Tyrell","Undirected",56,"all"
"1947","Joffrey-Baratheon","Melisandre","Undirected",4,"all"
"1948","Joffrey-Baratheon","Meryn-Trant","Undirected",34,"all"
"1949","Joffrey-Baratheon","Mordane","Undirected",9,"all"
"1951","Joffrey-Baratheon","Myrcella-Baratheon","Undirected",30,"all"
"1956","Joffrey-Baratheon","Petyr-Baelish","Undirected",39,"all"
"1958","Joffrey-Baratheon","Pycelle","Undirected",19,"all"
"1961","Joffrey-Baratheon","Renly-Baratheon","Undirected",25,"all"
"1962","Joffrey-Baratheon","Robb-Stark","Undirected",49,"all"
"1963","Joffrey-Baratheon","Robert-Baratheon","Undirected",64,"all"
"1965","Joffrey-Baratheon","Sandor-Clegane","Undirected",71,"all"
"1966","Joffrey-Baratheon","Sansa-Stark","Undirected",222,"all"
"1968","Joffrey-Baratheon","Shae","Undirected",3,"all"
"1970","Joffrey-Baratheon","Stannis-Baratheon","Undirected",45,"all"
"1973","Joffrey-Baratheon","Tyrion-Lannister","Undirected",219,"all"
"1977","Jojen-Reed","Luwin","Undirected",7,"all"
"1980","Jojen-Reed","Rickon-Stark","Undirected",5,"all"
"1981","Jojen-Reed","Samwell-Tarly","Undirected",10,"all"
"1983","Jon-Arryn","Lysa-Arryn","Undirected",19,"all"
"1984","Jon-Arryn","Petyr-Baelish","Undirected",7,"all"
"1985","Jon-Arryn","Pycelle","Undirected",11,"all"
"1987","Jon-Arryn","Robert-Baratheon","Undirected",39,"all"
"1988","Jon-Arryn","Stannis-Baratheon","Undirected",13,"all"
"1989","Jon-Arryn","Tyrion-Lannister","Undirected",8,"all"
"1994","Jon-Connington","Rhaegar-Targaryen","Undirected",7,"all"
"1995","Jon-Connington","Robert-Baratheon","Undirected",8,"all"
"1997","Jon-Connington","Tyrion-Lannister","Undirected",37,"all"
"2006","Jon-Snow","Luwin","Undirected",10,"all"
"2009","Jon-Snow","Mance-Rayder","Undirected",112,"all"
"2011","Jon-Snow","Melisandre","Undirected",57,"all"
"2012","Jon-Snow","Mordane","Undirected",4,"all"
"2026","Jon-Snow","Rickon-Stark","Undirected",16,"all"
"2027","Jon-Snow","Robb-Stark","Undirected",91,"all"
"2028","Jon-Snow","Robert-Baratheon","Undirected",29,"all"
"2032","Jon-Snow","Samwell-Tarly","Undirected",228,"all"
"2033","Jon-Snow","Sansa-Stark","Undirected",11,"all"
"2040","Jon-Snow","Stannis-Baratheon","Undirected",91,"all"
"2050","Jon-Snow","Tyrion-Lannister","Undirected",56,"all"
"2063","Jon-Umber-(Greatjon)","Robb-Stark","Undirected",31,"all"
"2065","Jon-Umber-(Greatjon)","Roose-Bolton","Undirected",3,"all"
"2078","Jorah-Mormont","Penny","Undirected",9,"all"
"2082","Jorah-Mormont","Rhaegar-Targaryen","Undirected",14,"all"
"2083","Jorah-Mormont","Robert-Baratheon","Undirected",10,"all"
"2084","Jorah-Mormont","Tyrion-Lannister","Undirected",27,"all"
"2116","Kevan-Lannister","Mace-Tyrell","Undirected",5,"all"
"2117","Kevan-Lannister","Pycelle","Undirected",8,"all"
"2120","Kevan-Lannister","Sansa-Stark","Undirected",5,"all"
"2121","Kevan-Lannister","Stannis-Baratheon","Undirected",3,"all"
"2123","Kevan-Lannister","Tyrion-Lannister","Undirected",30,"all"
"2176","Loras-Tyrell","Mace-Tyrell","Undirected",9,"all"
"2177","Loras-Tyrell","Margaery-Tyrell","Undirected",31,"all"
"2180","Loras-Tyrell","Petyr-Baelish","Undirected",5,"all"
"2181","Loras-Tyrell","Renly-Baratheon","Undirected",27,"all"
"2182","Loras-Tyrell","Robert-Baratheon","Undirected",7,"all"
"2184","Loras-Tyrell","Sandor-Clegane","Undirected",4,"all"
"2185","Loras-Tyrell","Sansa-Stark","Undirected",27,"all"
"2186","Loras-Tyrell","Stannis-Baratheon","Undirected",4,"all"
"2188","Loras-Tyrell","Tyrion-Lannister","Undirected",21,"all"
"2214","Luwin","Rickon-Stark","Undirected",21,"all"
"2215","Luwin","Robb-Stark","Undirected",26,"all"
"2219","Luwin","Tyrion-Lannister","Undirected",10,"all"
"2233","Lysa-Arryn","Petyr-Baelish","Undirected",47,"all"
"2235","Lysa-Arryn","Robert-Baratheon","Undirected",8,"all"
"2236","Lysa-Arryn","Sansa-Stark","Undirected",41,"all"
"2237","Lysa-Arryn","Stannis-Baratheon","Undirected",4,"all"
"2239","Lysa-Arryn","Tyrion-Lannister","Undirected",36,"all"
"2242","Mace-Tyrell","Margaery-Tyrell","Undirected",11,"all"
"2247","Mace-Tyrell","Pycelle","Undirected",4,"all"
"2249","Mace-Tyrell","Renly-Baratheon","Undirected",4,"all"
"2251","Mace-Tyrell","Sansa-Stark","Undirected",9,"all"
"2252","Mace-Tyrell","Stannis-Baratheon","Undirected",12,"all"
"2254","Mace-Tyrell","Tyrion-Lannister","Undirected",18,"all"
"2270","Mance-Rayder","Melisandre","Undirected",6,"all"
"2273","Mance-Rayder","Ramsay-Snow","Undirected",7,"all"
"2276","Mance-Rayder","Samwell-Tarly","Undirected",10,"all"
"2278","Mance-Rayder","Stannis-Baratheon","Undirected",16,"all"
"2297","Margaery-Tyrell","Renly-Baratheon","Undirected",19,"all"
"2298","Margaery-Tyrell","Robert-Baratheon","Undirected",5,"all"
"2299","Margaery-Tyrell","Sansa-Stark","Undirected",41,"all"
"2304","Margaery-Tyrell","Tyrion-Lannister","Undirected",10,"all"
"2332","Melisandre","Renly-Baratheon","Undirected",4,"all"
"2334","Melisandre","Samwell-Tarly","Undirected",7,"all"
"2337","Melisandre","Stannis-Baratheon","Undirected",87,"all"
"2348","Meryn-Trant","Robert-Baratheon","Undirected",3,"all"
"2349","Meryn-Trant","Sandor-Clegane","Undirected",19,"all"
"2350","Meryn-Trant","Sansa-Stark","Undirected",8,"all"
"2353","Meryn-Trant","Tyrion-Lannister","Undirected",12,"all"
"2371","Mordane","Myrcella-Baratheon","Undirected",12,"all"
"2372","Mordane","Petyr-Baelish","Undirected",3,"all"
"2373","Mordane","Robert-Baratheon","Undirected",7,"all"
"2374","Mordane","Sansa-Stark","Undirected",47,"all"
"2389","Myrcella-Baratheon","Robb-Stark","Undirected",3,"all"
"2391","Myrcella-Baratheon","Robert-Baratheon","Undirected",3,"all"
"2392","Myrcella-Baratheon","Sandor-Clegane","Undirected",4,"all"
"2393","Myrcella-Baratheon","Sansa-Stark","Undirected",18,"all"
"2394","Myrcella-Baratheon","Stannis-Baratheon","Undirected",3,"all"
"2398","Myrcella-Baratheon","Tyrion-Lannister","Undirected",21,"all"
"2470","Penny","Tyrion-Lannister","Undirected",59,"all"
"2475","Petyr-Baelish","Pycelle","Undirected",26,"all"
"2476","Petyr-Baelish","Renly-Baratheon","Undirected",17,"all"
"2477","Petyr-Baelish","Robb-Stark","Undirected",6,"all"
"2479","Petyr-Baelish","Robert-Baratheon","Undirected",30,"all"
"2481","Petyr-Baelish","Roose-Bolton","Undirected",3,"all"
"2482","Petyr-Baelish","Sandor-Clegane","Undirected",3,"all"
"2483","Petyr-Baelish","Sansa-Stark","Undirected",61,"all"
"2484","Petyr-Baelish","Stannis-Baratheon","Undirected",8,"all"
"2487","Petyr-Baelish","Tyrion-Lannister","Undirected",71,"all"
"2509","Pycelle","Renly-Baratheon","Undirected",7,"all"
"2510","Pycelle","Robert-Baratheon","Undirected",29,"all"
"2511","Pycelle","Sansa-Stark","Undirected",8,"all"
"2513","Pycelle","Stannis-Baratheon","Undirected",12,"all"
"2514","Pycelle","Tyrion-Lannister","Undirected",33,"all"
